samp_date,sample,month,season,year,block,tx,clip,order,genus,species,number
9/15/2017,5ROE,September,monsoon,2017,5,Drought,Unclipped,Hymenoptera,Camponotus,sp 2,1
10/15/2017,5ROE,October,monsoon,2017,5,Drought,Unclipped,Hymenoptera,Camponotus,sp 2,1
2/15/2017,5ROW,February,,2017,5,Drought,Clipped,Hymenoptera,Camponotus,,2
7/15/2017,5ROW,July,,2017,5,Drought,Clipped,Hymenoptera,Camponotus,sp 4,1
5/15/2017,6CW,May,,2017,6,Ambient,Unclipped,Hymenoptera,Camponotus,sp 4,4
9/15/2017,6CW,September,monsoon,2017,6,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,6
10/15/2017,6CW,October,monsoon,2017,6,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,3
6/15/2017,6IRE,June,,2017,6,Wet,Clipped,Hymenoptera,Camponotus,sp 2,1
7/15/2017,6IRE,July,,2017,6,Wet,Clipped,Hymenoptera,Camponotus,sp 4,6
6/15/2017,6IRW,June,,2017,6,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,2
7/15/2017,6IRW,July,,2017,6,Wet,Unclipped,Hymenoptera,Camponotus,sp 3,1
7/15/2017,6IRW,July,,2017,6,Wet,Unclipped,Hymenoptera,Camponotus,sp 4,3
10/15/2017,6IRW,October,monsoon,2017,6,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,4
4/15/2017,6ROE,April,,2017,6,Drought,Clipped,Hymenoptera,Camponotus,sp 3,1
9/15/2017,6ROE,September,monsoon,2017,6,Drought,Clipped,Hymenoptera,Camponotus,sp 2,1
10/15/2017,6ROE,October,monsoon,2017,6,Drought,Clipped,Hymenoptera,Camponotus,sp 1,1
10/15/2017,6ROE,October,monsoon,2017,6,Drought,Clipped,Hymenoptera,Camponotus,sp 2,1
5/15/2017,6ROW,May,,2017,6,Drought,Unclipped,Hymenoptera,Camponotus,sp 4,2
10/15/2017,6ROW,October,monsoon,2017,6,Drought,Unclipped,Hymenoptera,Camponotus,sp 2,1
4/15/2017,7CE,April,,2017,7,Ambient,Clipped,Hymenoptera,Camponotus,sp 1,1
5/15/2017,7CE,May,,2017,7,Ambient,Clipped,Hymenoptera,Camponotus,sp 1,1
5/15/2017,7CE,May,,2017,7,Ambient,Clipped,Hymenoptera,Camponotus,sp 3,2
5/15/2017,7CE,May,,2017,7,Ambient,Clipped,Hymenoptera,Camponotus,sp 4,2
6/15/2017,7CE,June,,2017,7,Ambient,Clipped,Hymenoptera,Camponotus,sp 2,2
7/15/2017,7CE,July,,2017,7,Ambient,Clipped,Hymenoptera,Camponotus,sp 4,2
10/15/2017,7CE,October,monsoon,2017,7,Ambient,Clipped,Hymenoptera,Camponotus,sp 2,1
3/18/2017,7CW,March,,2017,7,Ambient,Unclipped,Hymenoptera,Camponotus,,1
4/15/2017,7CW,April,,2017,7,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,1
5/15/2017,7CW,May,,2017,7,Ambient,Unclipped,Hymenoptera,Camponotus,sp 3,2
5/15/2017,7CW,May,,2017,7,Ambient,Unclipped,Hymenoptera,Camponotus,sp 4,7
6/15/2017,7CW,June,,2017,7,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,3
9/15/2017,7CW,September,monsoon,2017,7,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,12
10/15/2017,7CW,October,monsoon,2017,7,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,3
2/15/2017,7IRE,February,,2017,7,Wet,Unclipped,Hymenoptera,Camponotus,,1
5/15/2017,7IRE,May,,2017,7,Wet,Unclipped,Hymenoptera,Camponotus,sp 3,2
6/15/2017,7IRE,June,,2017,7,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,1
9/15/2017,7IRE,September,monsoon,2017,7,Wet,Unclipped,Hymenoptera,Camponotus,sp 1,1
9/15/2017,7IRE,September,monsoon,2017,7,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,9
10/15/2017,7IRE,October,monsoon,2017,7,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,4
12/15/2017,7IRE,December,,2017,7,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,1
6/15/2017,7IRW,June,,2017,7,Wet,Clipped,Hymenoptera,Camponotus,sp 2,1
4/15/2017,7ROE,April,,2017,7,Drought,Unclipped,Hymenoptera,Camponotus,sp 2,1
5/15/2017,7ROE,May,,2017,7,Drought,Unclipped,Hymenoptera,Camponotus,sp 4,3
6/15/2017,7ROE,June,,2017,7,Drought,Unclipped,Hymenoptera,Camponotus,sp 2,1
7/15/2017,7ROE,July,,2017,7,Drought,Unclipped,Hymenoptera,Camponotus,sp 4,2
9/15/2017,7ROE,September,monsoon,2017,7,Drought,Unclipped,Hymenoptera,Camponotus,sp 1,1
10/15/2017,7ROE,October,monsoon,2017,7,Drought,Unclipped,Hymenoptera,Camponotus,sp 2,1
6/15/2017,7ROW,June,,2017,7,Drought,Clipped,Hymenoptera,Camponotus,sp 2,1
7/15/2017,7ROW,July,,2017,7,Drought,Clipped,Hymenoptera,Camponotus,sp 4,3
10/15/2017,7ROW,October,monsoon,2017,7,Drought,Clipped,Hymenoptera,Camponotus,sp 2,1
7/15/2017,8CE,July,,2017,8,Ambient,Clipped,Hymenoptera,Camponotus,sp 4,1
9/15/2017,8CE,September,monsoon,2017,8,Ambient,Clipped,Hymenoptera,Camponotus,sp 2,3
12/15/2017,8CE,December,,2017,8,Ambient,Clipped,Hymenoptera,Camponotus,sp 2,1
3/18/2017,8CW,March,,2017,8,Ambient,Unclipped,Hymenoptera,Camponotus,,1
4/15/2017,8CW,April,,2017,8,Ambient,Unclipped,Hymenoptera,Camponotus,sp 3,3
5/15/2017,8CW,May,,2017,8,Ambient,Unclipped,Hymenoptera,Camponotus,sp 4,3
6/15/2017,8CW,June,,2017,8,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,1
9/15/2017,8CW,September,monsoon,2017,8,Ambient,Unclipped,Hymenoptera,Camponotus,,12
10/15/2017,8CW,October,monsoon,2017,8,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,11
11/15/2017,8CW,November,,2017,8,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,2
6/15/2017,8IRE,June,,2017,8,Wet,Clipped,Hymenoptera,Camponotus,sp 3,1
9/15/2017,8IRE,September,monsoon,2017,8,Wet,Clipped,Hymenoptera,Camponotus,sp 2,2
5/15/2017,8IRW,May,,2017,8,Wet,Unclipped,Hymenoptera,Camponotus,sp 3,2
7/15/2017,8IRW,July,,2017,8,Wet,Unclipped,Hymenoptera,Camponotus,sp 4,1
9/15/2017,8IRW,September,monsoon,2017,8,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,6
10/15/2017,8IRW,October,monsoon,2017,8,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,3
5/15/2017,8ROE,May,,2017,8,Drought,Unclipped,Hymenoptera,Camponotus,sp 1,1
5/15/2017,8ROE,May,,2017,8,Drought,Unclipped,Hymenoptera,Camponotus,sp 4,2
9/15/2017,8ROE,September,monsoon,2017,8,Drought,Unclipped,Hymenoptera,Camponotus,sp 2,7
10/15/2017,8ROE,October,monsoon,2017,8,Drought,Unclipped,Hymenoptera,Camponotus,sp 2,9
6/15/2017,8ROW,June,,2017,8,Drought,Clipped,Hymenoptera,Camponotus,sp 2,1
9/15/2017,8ROW,September,monsoon,2017,8,Drought,Clipped,Hymenoptera,Camponotus,sp 2,4
4/15/2017,9CE,April,,2017,9,Ambient,Clipped,Hymenoptera,Camponotus,sp 1,1
9/15/2017,9CE,September,monsoon,2017,9,Ambient,Clipped,Hymenoptera,Camponotus,sp 2,1
4/15/2017,9CW,April,,2017,9,Ambient,Unclipped,Hymenoptera,Camponotus,sp 1,1
5/15/2017,9CW,May,,2017,9,Ambient,Unclipped,Hymenoptera,Camponotus,sp 3,4
9/15/2017,9CW,September,monsoon,2017,9,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,4
10/15/2017,9CW,October,monsoon,2017,9,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,1
7/15/2017,9IRE,July,,2017,9,Wet,Unclipped,Hymenoptera,Camponotus,sp 4,4
9/15/2017,9IRE,September,monsoon,2017,9,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,11
10/15/2017,9IRE,October,monsoon,2017,9,Wet,Unclipped,Hymenoptera,Camponotus,sp 3,1
5/15/2017,9IRW,May,,2017,9,Wet,Clipped,Hymenoptera,Camponotus,sp 3,5
6/15/2017,9IRW,June,,2017,9,Wet,Clipped,Hymenoptera,Camponotus,sp 3,3
7/15/2017,9IRW,July,,2017,9,Wet,Clipped,Hymenoptera,Camponotus,sp 4,1
10/15/2017,9IRW,October,monsoon,2017,9,Wet,Clipped,Hymenoptera,Camponotus,sp 2,1
6/15/2017,9ROE,June,,2017,9,Drought,Clipped,Hymenoptera,Camponotus,sp 2,1
7/15/2017,9ROE,July,,2017,9,Drought,Clipped,Hymenoptera,Camponotus,sp 4,5
9/15/2017,9ROE,September,monsoon,2017,9,Drought,Clipped,Hymenoptera,Camponotus,sp 2,1
4/15/2017,9ROW,April,,2017,9,Drought,Unclipped,Hymenoptera,Camponotus,sp 2,1
5/15/2017,9ROW,May,,2017,9,Drought,Unclipped,Hymenoptera,Camponotus,sp 4,5
7/15/2017,9ROW,July,,2017,9,Drought,Unclipped,Hymenoptera,Camponotus,sp 1,1
9/15/2017,9ROW,September,monsoon,2017,9,Drought,Unclipped,Hymenoptera,Camponotus,sp 2,4
8/20/2018,10CE,August,monsoon,2018,10,Ambient,Unclipped,Hymenoptera,Camponotus,sp 1,1
8/20/2018,10CE,August,monsoon,2018,10,Ambient,Unclipped,Hymenoptera,Camponotus,Sp 2,2
9/15/2018,10CE,September,monsoon,2018,10,Ambient,Unclipped,Hymenoptera,Camponotus,sp 1,5
9/15/2018,10CE,September,monsoon,2018,10,Ambient,Unclipped,Hymenoptera,Camponotus,sp 1,5
8/20/2018,10CW,August,monsoon,2018,10,Ambient,Clipped,Hymenoptera,Camponotus,Sp 1,1
8/20/2018,10CW,August,monsoon,2018,10,Ambient,Clipped,Hymenoptera,Camponotus,sp 2,3
8/20/2018,10IRE,August,monsoon,2018,10,Wet,Unclipped,Hymenoptera,Camponotus,sp 1,1
8/20/2018,10IRE,August,monsoon,2018,10,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,2
9/15/2018,10IRE,September,monsoon,2018,10,Wet,Unclipped,Hymenoptera,Camponotus,sp 1,7
9/15/2018,10IRE,September,monsoon,2018,10,Wet,Unclipped,Hymenoptera,Camponotus,sp 1,3
9/15/2018,10IRE,September,monsoon,2018,10,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,4
8/20/2018,10IRW,August,monsoon,2018,10,Wet,Clipped,Hymenoptera,Camponotus,sp 2,1
9/15/2018,10IRW,September,monsoon,2018,10,Wet,Clipped,Hymenoptera,Camponotus,sp 1,4
9/15/2018,10IRW,September,monsoon,2018,10,Wet,Clipped,Hymenoptera,Camponotus,sp 1,4
8/20/2018,10ROE,August,monsoon,2018,10,Drought,Unclipped,Hymenoptera,Camponotus,sp 2,9
9/15/2018,10ROE,September,monsoon,2018,10,Drought,Unclipped,Hymenoptera,Camponotus,sp 2,5
9/15/2018,10ROE,September,monsoon,2018,10,Drought,Unclipped,Hymenoptera,Camponotus,sp 2,5
10/27/2018,10ROE,October,monsoon,2018,10,Drought,Unclipped,Hymenoptera,Camponotus,sp 2,1
9/15/2018,10ROW,September,monsoon,2018,10,Drought,Clipped,Hymenoptera,Camponotus,sp 2,2
9/15/2018,10ROW,September,monsoon,2018,10,Drought,Clipped,Hymenoptera,Camponotus,sp 2,2
8/20/2018,1CE,August,monsoon,2018,1,Ambient,Clipped,Hymenoptera,Camponotus,sp 2,1
8/20/2018,1CE,August,monsoon,2018,1,Ambient,Clipped,Hymenoptera,Camponotus,sp 3,1
9/15/2018,1CE,September,monsoon,2018,1,Ambient,Clipped,Hymenoptera,Camponotus,sp 2,
8/20/2018,1CW,August,monsoon,2018,1,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,5
9/15/2018,1CW,September,monsoon,2018,1,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,6
8/20/2018,1IRE,August,monsoon,2018,1,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,4
9/15/2018,1IRE,September,monsoon,2018,1,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,9
8/20/2018,1IRW,August,monsoon,2018,1,Wet,Clipped,Hymenoptera,Camponotus,sp 2,3
9/15/2018,1IRW,September,monsoon,2018,1,Wet,Clipped,Hymenoptera,Camponotus,sp 2,4
8/20/2018,1ROE,August,monsoon,2018,1,Drought,Unclipped,Hymenoptera,Camponotus,sp 2,7
8/20/2018,2CE,August,monsoon,2018,2,Ambient,Clipped,Hymenoptera,Camponotus,sp 2,3
9/15/2018,2CE,September,monsoon,2018,2,Ambient,Clipped,Hymenoptera,Camponotus,Sp 2,3
8/20/2018,2CW,August,monsoon,2018,2,Ambient,Unclipped,Hymenoptera,Camponotus,sp 3,2
9/15/2018,2CW,September,monsoon,2018,2,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,2
8/20/2018,2IRW,August,monsoon,2018,2,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,3
8/20/2018,2IRW,August,monsoon,2018,2,Wet,Unclipped,Hymenoptera,Camponotus,Sp 3,1
9/15/2018,2IRW,September,monsoon,2018,2,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,1
10/27/2018,2IRW,October,monsoon,2018,2,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,1
8/20/2018,2ROE,August,monsoon,2018,2,Drought,Unclipped,Hymenoptera,Camponotus,sp 2,2
9/15/2018,2ROE,September,monsoon,2018,2,Drought,Unclipped,Hymenoptera,Camponotus,Sp 2,1
8/20/2018,2ROW,August,monsoon,2018,2,Drought,Clipped,Hymenoptera,Camponotus,sp 2,4
8/20/2018,3CE,August,monsoon,2018,3,Ambient,Clipped,Hymenoptera,Camponotus,sp 2,5
9/15/2018,3CE,September,monsoon,2018,3,Ambient,Clipped,Hymenoptera,Camponotus,sp 2,4
8/20/2018,3CW,August,monsoon,2018,3,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,19
9/15/2018,3CW,September,monsoon,2018,3,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,5
8/20/2018,3IRE,August,monsoon,2018,3,Wet,Clipped,Hymenoptera,Camponotus,Sp 2,2
9/15/2018,3IRE,September,monsoon,2018,3,Wet,Clipped,Hymenoptera,Camponotus,sp 2,1
8/20/2018,3IRW,August,monsoon,2018,3,Wet,Unclipped,Hymenoptera,Camponotus,sp 1,4
8/20/2018,3IRW,August,monsoon,2018,3,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,12
9/15/2018,3IRW,September,monsoon,2018,3,Wet,Unclipped,Hymenoptera,Camponotus,sp 1,1
9/15/2018,3IRW,September,monsoon,2018,3,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,3
9/15/2018,3ROE,September,monsoon,2018,3,Drought,Clipped,Hymenoptera,Camponotus,sp 2,2
8/20/2018,3ROW,August,monsoon,2018,3,Drought,Unclipped,Hymenoptera,Camponotus,sp 2,4
9/15/2018,3ROW,September,monsoon,2018,3,Drought,Unclipped,Hymenoptera,Camponotus,sp 2,1
8/20/2018,4CE,August,monsoon,2018,4,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,2
9/15/2018,4CE,September,monsoon,2018,4,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,3
10/27/2018,4CW,October,monsoon,2018,4,Ambient,Clipped,Hymenoptera,Camponotus,sp 2,1
8/20/2018,4IRW,August,monsoon,2018,4,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,3
9/15/2018,4IRW,September,monsoon,2018,4,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,1
10/27/2018,4ROE,October,monsoon,2018,4,Drought,Clipped,Hymenoptera,Camponotus,sp 2,1
8/20/2018,5CW,August,monsoon,2018,5,Ambient,Unclipped,Hymenoptera,Camponotus,sp 1,1
8/20/2018,5CW,August,monsoon,2018,5,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,7
9/15/2018,5CW,September,monsoon,2018,5,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,5
8/20/2018,5IRE,August,monsoon,2018,5,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,5
9/15/2018,5IRE,September,monsoon,2018,5,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,2
8/20/2018,5IRW,August,monsoon,2018,5,Wet,Clipped,Hymenoptera,Camponotus,sp 2,2
8/20/2018,5ROE,August,monsoon,2018,5,Drought,Unclipped,Hymenoptera,Camponotus,sp 2,4
9/15/2018,5ROE,September,monsoon,2018,5,Drought,Unclipped,Hymenoptera,Camponotus,sp 2,2
8/20/2018,5ROW,August,monsoon,2018,5,Drought,Clipped,Hymenoptera,Camponotus,sp 2,8
8/20/2018,6CE,August,monsoon,2018,6,Ambient,Clipped,Hymenoptera,Camponotus,sp 2,1
9/15/2018,6CW,September,monsoon,2018,6,Ambient,Unclipped,Hymenoptera,Camponotus,sp 1,1
9/15/2018,6CW,September,monsoon,2018,6,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,3
8/20/2018,6IRE,August,monsoon,2018,6,Wet,Clipped,Hymenoptera,Camponotus,sp 3,1
9/15/2018,6IRE,September,monsoon,2018,6,Wet,Clipped,Hymenoptera,Camponotus,sp 2,1
10/27/2018,6IRE,October,monsoon,2018,6,Wet,Clipped,Hymenoptera,Camponotus,sp 2,1
8/20/2018,6IRW,August,monsoon,2018,6,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,2
9/15/2018,6IRW,September,monsoon,2018,6,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,5
8/20/2018,6ROE,August,monsoon,2018,6,Drought,Clipped,Hymenoptera,Camponotus,sp 2,1
8/20/2018,6ROE,August,monsoon,2018,6,Drought,Clipped,Hymenoptera,Camponotus,sp 2,1
9/15/2018,6ROE,September,monsoon,2018,6,Drought,Clipped,Hymenoptera,Camponotus,sp 2,1
8/20/2018,6ROW,August,monsoon,2018,6,Drought,Unclipped,Hymenoptera,Camponotus,sp 2,2
9/15/2018,6ROW,September,monsoon,2018,6,Drought,Unclipped,Hymenoptera,Camponotus,sp 2,3
8/20/2018,7CE,August,monsoon,2018,7,Ambient,Clipped,Hymenoptera,Camponotus,sp 2,5
9/15/2018,7CE,September,monsoon,2018,7,Ambient,Clipped,Hymenoptera,Camponotus,sp 2,4
8/20/2018,7CW,August,monsoon,2018,7,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,5
9/15/2018,7CW,September,monsoon,2018,7,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,3
8/20/2018,7IRE,August,monsoon,2018,7,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,2
9/15/2018,7IRE,September,monsoon,2018,7,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,1
8/20/2018,7IRW,August,monsoon,2018,7,Wet,Clipped,Hymenoptera,Camponotus,sp 2,2
8/20/2018,8CW,August,monsoon,2018,8,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,8
9/15/2018,8CW,September,monsoon,2018,8,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,10
10/27/2018,8CW,October,monsoon,2018,8,Ambient,Unclipped,Hymenoptera,Camponotus,sp 3,1
8/20/2018,8IRE,August,monsoon,2018,8,Wet,Clipped,Hymenoptera,Camponotus,sp 2,3
9/15/2018,8IRE,September,monsoon,2018,8,Wet,Clipped,Hymenoptera,Camponotus,sp 2,4
8/20/2018,8IRW,August,monsoon,2018,8,Wet,Unclipped,Hymenoptera,Camponotus,Sp 2,3
9/15/2018,8IRW,September,monsoon,2018,8,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,4
9/15/2018,8IRW,September,monsoon,2018,8,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,4
8/20/2018,8ROE,August,monsoon,2018,8,Drought,Unclipped,Hymenoptera,Camponotus,sp 2,3
8/20/2018,8ROW,August,monsoon,2018,8,Drought,Clipped,Hymenoptera,Camponotus,sp 2,1
9/15/2018,9CE,September,monsoon,2018,9,Ambient,Clipped,Hymenoptera,Camponotus,sp 3,1
9/15/2018,9CE,September,monsoon,2018,9,Ambient,Clipped,Hymenoptera,Camponotus,sp 3,1
8/20/2018,9CW,August,monsoon,2018,9,Ambient,Unclipped,Hymenoptera,Camponotus,sp 1,1
8/20/2018,9CW,August,monsoon,2018,9,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,5
9/15/2018,9CW,September,monsoon,2018,9,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,1
9/15/2018,9CW,September,monsoon,2018,9,Ambient,Unclipped,Hymenoptera,Camponotus,sp 2,1
8/20/2018,9IRE,August,monsoon,2018,9,Wet,Unclipped,Hymenoptera,Camponotus,sp 2,1
8/20/2018,9ROW,August,monsoon,2018,9,Drought,Unclipped,Hymenoptera,Camponotus,sp 2,1
8/13/2019,1 CE,August,monsoon,2019,1,Ambient,Clipped,Hymenoptera,Camponotus,SP. 2,2
8/13/2019,1 IRE,August,monsoon,2019,1,Wet,Unclipped,Hymenoptera,Camponotus,SP. 2,2
9/21/2019,1 IRW,September,monsoon,2019,1,Wet,Clipped,Hymenoptera,Camponotus,SP. 2,1
8/13/2019,1 ROW ,August,monsoon,2019,1,Drought,Clipped,Hymenoptera,Camponotus,SP. 2,1
8/13/2019,1 ROW ,August,monsoon,2019,1,Drought,Clipped,Hymenoptera,Camponotus,SP. 3,1
9/21/2019,10 CE,October,monsoon,2019,10,Ambient,Unclipped,Hymenoptera,Camponotus,SP. 3,5
9/21/2019,10 CE,October,monsoon,2019,10,Ambient,Unclipped,Hymenoptera,Camponotus,SP. 2,3
10/18/2019,10 CE,October,monsoon,2019,10,Ambient,Unclipped,Hymenoptera,Camponotus,SP. 2,1
8/13/2019,10 CW,August,monsoon,2019,10,Ambient,Clipped,Hymenoptera,Camponotus,SP. 2,2
9/21/2019,10 CW,October,monsoon,2019,10,Ambient,Clipped,Hymenoptera,Camponotus,SP. 2,1
9/21/2019,10 CW,October,monsoon,2019,10,Ambient,Clipped,Hymenoptera,Camponotus,SP. 3,1
10/18/2019,10 CW,October,monsoon,2019,10,Ambient,Clipped,Hymenoptera,Camponotus,SP. 3,1
9/21/2019,10 IRE,October,monsoon,2019,10,Wet,Unclipped,Hymenoptera,Camponotus,SP. 3,1
9/21/2019,10 IRE,October,monsoon,2019,10,Wet,Unclipped,Hymenoptera,Camponotus,SP. 2,4
10/18/2019,10 IRE,October,monsoon,2019,10,Wet,Unclipped,Hymenoptera,Camponotus,SP. 2,2
10/18/2019,10 IRE,October,monsoon,2019,10,Wet,Unclipped,Hymenoptera,Camponotus,SP. 3,2
10/18/2019,10 IRE,October,monsoon,2019,10,Wet,Unclipped,Hymenoptera,Camponotus,SP. 1,1
9/21/2019,10 IRW,October,monsoon,2019,10,Wet,Clipped,Hymenoptera,Camponotus,SP. 2,2
10/18/2019,10 IRW,October,monsoon,2019,10,Wet,Clipped,Hymenoptera,Camponotus,SP. 2,1
10/18/2019,10 IRW,October,monsoon,2019,10,Wet,Clipped,Hymenoptera,Camponotus,SP. 3,1
8/13/2019,10 ROE,August,monsoon,2019,10,Drought,Unclipped,Hymenoptera,Camponotus,SP. 2,5
9/21/2019,10 ROE,October,monsoon,2019,10,Drought,Unclipped,Hymenoptera,Camponotus,SP. 2,13
10/18/2019,10 ROE,October,monsoon,2019,10,Drought,Unclipped,Hymenoptera,Camponotus,SP. 2,4
9/21/2019,10 ROW,October,monsoon,2019,10,Drought,Unclipped,Hymenoptera,Camponotus,SP. 2,1
9/21/2019,2 CW,September,monsoon,2019,2,Ambient,Unclipped,Hymenoptera,Camponotus,,1
10/18/2019,2 IRE,October,monsoon,2019,2,Wet,Clipped,Hymenoptera,Camponotus,SP. 2,1
9/21/2019,3 IRE,September,monsoon,2019,3,Wet,Clipped,Hymenoptera,Camponotus,SP. 2,2
10/18/2019,3 IRW,October,monsoon,2019,3,Wet,Unclipped,Hymenoptera,Camponotus,SP. 3,1
10/18/2019,3 IRW,October,monsoon,2019,3,Wet,Unclipped,Hymenoptera,Camponotus,SP. 2,1
9/21/2019,3 ROE,September,monsoon,2019,3,Drought,Clipped,Hymenoptera,Camponotus,SP. 2,1
9/21/2019,3 ROW,September,monsoon,2019,3,Drought,Unclipped,Hymenoptera,Camponotus,SP. 2,5
8/13/2019,4 CE,August,monsoon,2019,4,Ambient,Unclipped,Hymenoptera,Camponotus,SP. 2,2
8/13/2019,4 CE,August,monsoon,2019,4,Ambient,Unclipped,Hymenoptera,Camponotus,SP. 3,2
8/13/2019,4 CW,August,monsoon,2019,4,Ambient,Clipped,Hymenoptera,Camponotus,SP. 3,2
9/21/2019,4 CW,September,monsoon,2019,4,Ambient,Clipped,Hymenoptera,Camponotus,SP. 2,2
8/13/2019,4 ROW,August,monsoon,2019,4,Drought,Unclipped,Hymenoptera,Camponotus,SP. 2,1
9/21/2019,4 ROW,September,monsoon,2019,4,Drought,Unclipped,Hymenoptera,Camponotus,SP. 2,2
10/18/2019,4 ROW,October,monsoon,2019,4,Drought,Unclipped,Hymenoptera,Camponotus,SP. 2,1
10/18/2019,5 CE ,October,monsoon,2019,5,Ambient,Clipped,Hymenoptera,Camponotus,SP. 2,2
8/13/2019,5 CW,August,monsoon,2019,5,Ambient,Unclipped,Hymenoptera,Camponotus,SP. 1,1
10/18/2019,5 IRW,October,monsoon,2019,5,Wet,Clipped,Hymenoptera,Camponotus,SP. 2,2
10/18/2019,5 ROE,October,monsoon,2019,5,Drought,Unclipped,Hymenoptera,Camponotus,SP. 2,1
8/13/2019,5 ROW,August,monsoon,2019,5,Drought,Clipped,Hymenoptera,Camponotus,SP. 2,5
10/18/2019,6 CE,October,monsoon,2019,6,Ambient,Clipped,Hymenoptera,Camponotus,SP. 2,1
8/13/2019,6 CW,August,monsoon,2019,6,Ambient,Unclipped,Hymenoptera,Camponotus,SP. 2,2
9/21/2019,6 ROW,September,monsoon,2019,6,Drought,Unclipped,Hymenoptera,Camponotus,SP. 2,1
8/13/2019,7 CE,August,monsoon,2019,7,Ambient,Clipped,Hymenoptera,Camponotus,SP. 2,1
10/18/2019,7 CE,October,monsoon,2019,7,Ambient,Clipped,Hymenoptera,Camponotus,SP. 2,1
10/18/2019,7 CW,October,monsoon,2019,7,Ambient,Unclipped,Hymenoptera,Camponotus,SP. 1,1
9/21/2019,7 IRE,October,monsoon,2019,7,Wet,Unclipped,Hymenoptera,Camponotus,SP. 2,1
9/21/2019,7 IRE,October,monsoon,2019,7,Wet,Unclipped,Hymenoptera,Camponotus,SP. 1,1
8/13/2019,7 IRW,August,monsoon,2019,7,Wet,Clipped,Hymenoptera,Camponotus,SP. 2,1
8/13/2019,7 ROW,August,monsoon,2019,7,Drought,Unclipped,Hymenoptera,Camponotus,SP. 2,2
8/13/2019,8 CE,August,monsoon,2019,8,Ambient,Clipped,Hymenoptera,Camponotus,SP. 2,1
9/21/2019,8 CW,October,monsoon,2019,8,Ambient,Unclipped,Hymenoptera,Camponotus,SP. 2,2
8/13/2019,8 IRE,August,monsoon,2019,8,Wet,Clipped,Hymenoptera,Camponotus,SP 2,2
8/13/2019,8 IRW,August,monsoon,2019,8,Wet,Unclipped,Hymenoptera,Camponotus,SP. 2,4
9/21/2019,8 IRW,October,monsoon,2019,8,Wet,Unclipped,Hymenoptera,Camponotus,SP. 2,6
9/21/2019,8 IRW,October,monsoon,2019,8,Wet,Unclipped,Hymenoptera,Camponotus,SP. 1,1
